May 6, 2023   15:59:41
0.044, 2.399e-4
0.045, 2.390e-4
0.046, 2.382e-4
0.047, 2.374e-4
0.048, 2.366e-4
0.049, 2.359e-4
0.050, 2.351e-4
0.051, 2.343e-4
0.052, 2.334e-4
0.053, 2.326e-4
0.054, 2.318e-4
0.055, 2.310e-4
0.056, 2.303e-4
0.057, 2.296e-4
0.058, 2.288e-4
0.059, 2.280e-4
0.060, 2.272e-4
0.061, 2.263e-4
0.062, 2.256e-4
0.063, 2.248e-4
0.064, 2.240e-4
0.065, 2.232e-4
0.066, 2.224e-4
0.067, 2.216e-4
0.068, 2.209e-4
0.069, 2.201e-4
0.070, 2.193e-4
0.071, 2.185e-4
0.072, 2.178e-4
0.073, 2.170e-4
0.074, 2.162e-4
0.075, 2.155e-4
0.076, 2.147e-4
0.077, 2.139e-4
0.078, 2.131e-4
0.079, 2.123e-4
0.080, 2.115e-4
0.081, 2.107e-4
0.082, 2.099e-4
0.083, 2.092e-4
0.084, 2.084e-4
0.085, 2.076e-4
0.086, 2.068e-4
0.087, 2.060e-4
0.088, 2.053e-4
0.089, 2.045e-4
0.090, 2.037e-4
0.091, 2.029e-4
0.092, 2.021e-4
0.093, 2.013e-4
0.094, 2.006e-4
0.095, 1.998e-4
0.096, 1.990e-4
0.097, 1.983e-4
0.098, 1.974e-4
0.099, 1.967e-4
0.100, 1.959e-4
0.101, 1.951e-4
0.102, 1.943e-4
0.103, 1.937e-4
0.104, 1.929e-4
0.105, 1.921e-4
0.106, 1.913e-4
0.107, 1.905e-4
0.108, 1.897e-4
0.109, 1.889e-4
0.110, 1.881e-4
0.111, 1.873e-4
0.112, 1.866e-4
0.113, 1.858e-4
0.114, 1.850e-4
0.115, 1.842e-4
0.116, 1.834e-4
0.117, 1.826e-4
0.118, 1.819e-4
0.119, 1.810e-4
0.120, 1.803e-4
0.121, 1.795e-4
0.122, 1.788e-4
0.123, 1.780e-4
0.124, 1.772e-4
0.125, 1.765e-4
0.126, 1.757e-4
0.127, 1.749e-4
0.128, 1.741e-4
0.129, 1.733e-4
0.130, 1.725e-4
0.131, 1.718e-4
0.132, 1.710e-4
0.133, 1.702e-4
0.134, 1.695e-4
0.135, 1.687e-4
0.136, 1.679e-4
0.137, 1.671e-4
0.138, 1.664e-4
0.139, 1.656e-4
0.140, 1.648e-4
0.141, 1.641e-4
0.142, 1.633e-4
0.143, 1.625e-4
0.144, 1.617e-4
0.145, 1.609e-4
0.146, 1.601e-4
0.147, 1.593e-4
0.148, 1.586e-4
0.149, 1.578e-4
0.150, 1.570e-4
0.151, 1.562e-4
0.152, 1.555e-4
0.153, 1.547e-4
0.154, 1.540e-4
0.155, 1.532e-4
0.156, 1.524e-4
0.157, 1.516e-4
0.158, 1.509e-4
0.159, 1.501e-4
0.160, 1.493e-4
0.161, 1.485e-4
0.162, 1.478e-4
0.163, 1.470e-4
0.164, 1.462e-4
0.165, 1.455e-4
0.166, 1.447e-4
0.167, 1.439e-4
0.168, 1.432e-4
0.169, 1.424e-4
0.170, 1.417e-4
0.171, 1.410e-4
0.172, 1.402e-4
0.173, 1.395e-4
0.174, 1.387e-4
0.175, 1.379e-4
0.176, 1.372e-4
0.177, 1.364e-4
0.178, 1.357e-4
0.179, 1.349e-4
0.180, 1.342e-4
0.181, 1.334e-4
0.182, 1.327e-4
0.183, 1.319e-4
0.184, 1.311e-4
0.185, 1.304e-4
0.186, 1.296e-4
0.187, 1.289e-4
0.188, 1.282e-4
0.189, 1.274e-4
0.190, 1.266e-4
0.191, 1.259e-4
0.192, 1.251e-4
0.193, 1.244e-4
0.194, 1.236e-4
0.195, 1.229e-4
0.196, 1.222e-4
0.197, 1.215e-4
0.198, 1.208e-4
0.199, 1.202e-4
0.200, 1.194e-4
0.201, 1.187e-4
0.202, 1.180e-4
0.203, 1.172e-4
0.204, 1.165e-4
0.205, 1.158e-4
0.206, 1.151e-4
0.207, 1.143e-4
0.208, 1.136e-4
0.209, 1.129e-4
0.210, 1.121e-4
0.211, 1.114e-4
0.212, 1.107e-4
0.213, 1.099e-4
0.214, 1.092e-4
0.215, 1.085e-4
0.216, 1.078e-4
0.217, 1.071e-4
0.218, 1.064e-4
0.219, 1.057e-4
0.220, 1.049e-4
0.221, 1.042e-4
0.222, 1.035e-4
0.223, 1.028e-4
0.224, 1.021e-4
0.225, 1.014e-4
0.226, 1.007e-4
0.227, 1.000e-4
0.228, 9.931e-5
0.229, 9.862e-5
0.230, 9.793e-5
0.231, 9.725e-5
0.232, 9.654e-5
0.233, 9.586e-5
0.234, 9.519e-5
0.235, 9.451e-5
0.236, 9.383e-5
0.237, 9.316e-5
0.238, 9.249e-5
0.239, 9.180e-5
0.240, 9.111e-5
0.241, 9.044e-5
0.242, 8.976e-5
0.243, 8.908e-5
0.244, 8.842e-5
0.245, 8.776e-5
0.246, 8.709e-5
0.247, 8.642e-5
0.248, 8.579e-5
0.249, 8.516e-5
0.250, 8.449e-5
0.251, 8.384e-5
0.252, 8.317e-5
0.253, 8.248e-5
0.254, 8.179e-5
0.255, 8.115e-5
0.256, 8.050e-5
0.257, 7.986e-5
0.258, 7.924e-5
0.259, 7.860e-5
0.260, 7.796e-5
0.261, 7.734e-5
0.262, 7.671e-5
0.263, 7.608e-5
0.264, 7.545e-5
0.265, 7.483e-5
0.266, 7.421e-5
0.267, 7.360e-5
0.268, 7.299e-5
0.269, 7.238e-5
0.270, 7.181e-5
0.271, 7.122e-5
0.272, 7.062e-5
0.273, 7.001e-5
0.274, 6.942e-5
0.275, 6.883e-5
0.276, 6.824e-5
0.277, 6.764e-5
0.278, 6.706e-5
0.279, 6.649e-5
0.280, 6.591e-5
0.281, 6.533e-5
0.282, 6.474e-5
0.283, 6.418e-5
0.284, 6.362e-5
0.285, 6.306e-5
0.286, 6.251e-5
0.287, 6.195e-5
0.288, 6.140e-5
0.289, 6.086e-5
0.290, 6.030e-5
0.291, 5.974e-5
0.292, 5.920e-5
0.293, 5.869e-5
0.294, 5.816e-5
0.295, 5.761e-5
0.296, 5.708e-5
0.297, 5.656e-5
0.298, 5.605e-5
0.299, 5.553e-5
0.300, 5.500e-5
0.301, 5.447e-5
0.302, 5.397e-5
0.303, 5.346e-5
0.304, 5.295e-5
0.305, 5.244e-5
0.306, 5.195e-5
0.307, 5.144e-5
0.308, 5.095e-5
0.309, 5.045e-5
0.310, 4.996e-5
0.311, 4.947e-5
0.312, 4.900e-5
0.313, 4.853e-5
0.314, 4.806e-5
0.315, 4.757e-5
0.316, 4.710e-5
0.317, 4.664e-5
0.318, 4.619e-5
0.319, 4.572e-5
0.320, 4.525e-5
0.321, 4.479e-5
0.322, 4.434e-5
0.323, 4.390e-5
0.324, 4.346e-5
0.325, 4.302e-5
0.326, 4.259e-5
0.327, 4.216e-5
0.328, 4.174e-5
0.329, 4.133e-5
0.330, 4.089e-5
0.331, 4.047e-5
0.332, 4.006e-5
0.333, 3.964e-5
0.334, 3.922e-5
0.335, 3.881e-5
0.336, 3.840e-5
0.337, 3.799e-5
0.338, 3.759e-5
0.339, 3.719e-5
0.340, 3.679e-5
0.341, 3.640e-5
0.342, 3.600e-5
0.343, 3.562e-5
0.344, 3.524e-5
0.345, 3.486e-5
0.346, 3.448e-5
0.347, 3.410e-5
0.348, 3.372e-5
0.349, 3.335e-5
0.350, 3.298e-5
0.351, 3.262e-5
0.352, 3.225e-5
0.353, 3.189e-5
0.354, 3.153e-5
0.355, 3.118e-5
0.356, 3.082e-5
0.357, 3.048e-5
0.358, 3.013e-5
0.359, 2.978e-5
0.360, 2.944e-5
0.361, 2.910e-5
0.362, 2.876e-5
0.363, 2.842e-5
0.364, 2.809e-5
0.365, 2.776e-5
0.366, 2.744e-5
0.367, 2.711e-5
0.368, 2.680e-5
0.369, 2.648e-5
0.370, 2.616e-5
0.371, 2.584e-5
0.372, 2.554e-5
0.373, 2.524e-5
0.374, 2.494e-5
0.375, 2.463e-5
0.376, 2.434e-5
0.377, 2.404e-5
0.378, 2.374e-5
0.379, 2.345e-5
0.380, 2.317e-5
0.381, 2.289e-5
0.382, 2.261e-5
0.383, 2.233e-5
0.384, 2.205e-5
0.385, 2.179e-5
0.386, 2.152e-5
0.387, 2.124e-5
0.388, 2.097e-5
0.389, 2.070e-5
0.390, 2.042e-5
0.391, 2.015e-5
0.392, 1.989e-5
0.393, 1.963e-5
0.394, 1.938e-5
0.395, 1.913e-5
0.396, 1.887e-5
0.397, 1.862e-5
0.398, 1.836e-5
0.399, 1.811e-5
0.400, 1.786e-5
0.401, 1.762e-5
0.402, 1.738e-5
0.403, 1.714e-5
0.404, 1.692e-5
0.405, 1.668e-5
0.406, 1.646e-5
0.407, 1.622e-5
0.408, 1.599e-5
0.409, 1.576e-5
0.410, 1.552e-5
0.411, 1.530e-5
0.412, 1.508e-5
0.413, 1.487e-5
0.414, 1.465e-5
0.415, 1.445e-5
0.416, 1.424e-5
0.417, 1.403e-5
0.418, 1.382e-5
0.419, 1.361e-5
0.420, 1.341e-5
0.421, 1.320e-5
0.422, 1.300e-5
0.423, 1.281e-5
0.424, 1.261e-5
0.425, 1.242e-5
0.426, 1.223e-5
0.427, 1.206e-5
0.428, 1.188e-5
0.429, 1.170e-5
0.430, 1.152e-5
0.431, 1.134e-5
0.432, 1.117e-5
0.433, 1.099e-5
0.434, 1.081e-5
0.435, 1.063e-5
0.436, 1.046e-5
0.437, 1.029e-5
0.438, 1.013e-5
0.439, 9.966e-6
0.440, 9.800e-6
0.441, 9.643e-6
0.442, 9.490e-6
0.443, 9.336e-6
0.444, 9.181e-6
0.445, 9.030e-6
0.446, 8.880e-6
0.447, 8.725e-6
0.448, 8.570e-6
0.449, 8.420e-6
0.450, 8.279e-6
0.451, 8.134e-6
0.452, 7.993e-6
0.453, 7.857e-6
0.454, 7.714e-6
0.455, 7.578e-6
0.456, 7.446e-6
0.457, 7.319e-6
0.458, 7.186e-6
0.459, 7.068e-6
0.460, 6.943e-6
0.461, 6.809e-6
0.462, 6.696e-6
0.463, 6.574e-6
0.464, 6.452e-6
0.465, 6.336e-6
0.466, 6.214e-6
0.467, 6.091e-6
0.468, 5.979e-6
0.469, 5.865e-6
0.470, 5.755e-6
0.471, 5.645e-6
0.472, 5.535e-6
0.473, 5.432e-6
0.474, 5.317e-6
0.475, 5.221e-6
0.476, 5.117e-6
0.477, 5.016e-6
0.478, 4.919e-6
0.479, 4.826e-6
0.480, 4.728e-6
0.481, 4.642e-6
0.482, 4.548e-6
0.483, 4.460e-6
0.484, 4.373e-6
0.485, 4.284e-6
0.486, 4.190e-6
0.487, 4.104e-6
0.488, 4.017e-6
0.489, 3.934e-6
0.490, 3.848e-6
0.491, 3.755e-6
0.492, 3.674e-6
0.493, 3.588e-6
0.494, 3.501e-6
0.495, 3.427e-6
0.496, 3.351e-6
0.497, 3.269e-6
0.498, 3.194e-6
0.499, 3.114e-6
0.500, 3.041e-6
0.501, 2.969e-6
0.502, 2.903e-6
0.503, 2.832e-6
0.504, 2.767e-6
0.505, 2.700e-6
0.506, 2.636e-6
0.507, 2.574e-6
0.508, 2.513e-6
0.509, 2.455e-6
0.510, 2.397e-6
0.511, 2.342e-6
0.512, 2.281e-6
0.513, 2.223e-6
0.514, 2.173e-6
0.515, 2.119e-6
0.516, 2.067e-6
0.517, 2.016e-6
0.518, 1.970e-6
0.519, 1.914e-6
0.520, 1.872e-6
0.521, 1.822e-6
0.522, 1.772e-6
0.523, 1.727e-6
0.524, 1.684e-6
0.525, 1.639e-6
0.526, 1.592e-6
0.527, 1.557e-6
0.528, 1.511e-6
0.529, 1.471e-6
0.530, 1.430e-6
0.531, 1.393e-6
0.532, 1.350e-6
0.533, 1.315e-6
0.534, 1.278e-6
0.535, 1.243e-6
0.536, 1.208e-6
0.537, 1.171e-6
0.538, 1.136e-6
0.539, 1.103e-6
0.540, 1.073e-6
0.541, 1.041e-6
0.542, 1.007e-6
0.543, 9.765e-7
0.544, 9.410e-7
0.545, 9.071e-7
0.546, 8.827e-7
0.547, 8.528e-7
0.548, 8.236e-7
0.549, 7.968e-7
0.550, 7.716e-7
0.551, 7.432e-7
0.552, 7.133e-7
0.553, 6.936e-7
0.554, 6.660e-7
0.555, 6.392e-7
0.556, 6.132e-7
0.557, 5.927e-7
0.558, 5.659e-7
0.559, 5.414e-7
0.560, 5.217e-7
0.561, 4.997e-7
0.562, 4.760e-7
0.563, 4.500e-7
0.564, 4.327e-7
0.565, 4.106e-7
0.566, 3.885e-7
0.567, 3.704e-7
0.568, 3.562e-7
0.569, 3.350e-7
0.570, 3.113e-7
0.571, 2.963e-7
0.572, 2.782e-7
0.573, 2.593e-7
0.574, 2.467e-7
0.575, 2.325e-7
0.576, 2.104e-7
0.577, 1.939e-7
0.578, 1.765e-7
0.579, 1.600e-7
0.580, 1.474e-7
0.581, 1.379e-7
0.582, 1.206e-7
0.583, 1.056e-7
0.584, 9.221e-8
0.585, 7.881e-8
0.586, 6.463e-8
0.587, 5.517e-8
0.588, 3.625e-8
0.589, 2.680e-8
0.590, 1.576e-8
0.591, 7.879e-10
0.592, -1.025e-8
0.593, -1.734e-8
0.594, -3.310e-8
0.595, -4.492e-8
0.596, -4.965e-8
0.597, -5.911e-8
0.598, -7.566e-8
0.599, -8.433e-8
0.600, -9.536e-8
0.601, -1.032e-7
0.602, -1.119e-7
0.603, -1.174e-7
0.604, -1.293e-7
0.605, -1.403e-7
0.606, -1.474e-7
0.607, -1.513e-7
0.608, -1.655e-7
0.609, -1.687e-7
0.610, -1.765e-7
0.611, -1.844e-7
0.612, -1.907e-7
0.613, -2.010e-7
0.614, -2.144e-7
0.615, -2.254e-7
0.616, -2.301e-7
0.617, -2.372e-7
0.618, -2.420e-7
0.619, -2.467e-7
0.620, -2.546e-7
0.621, -2.624e-7
0.622, -2.672e-7
0.623, -2.735e-7
0.624, -2.751e-7
0.625, -2.790e-7
0.626, -2.892e-7
0.627, -2.963e-7
0.628, -2.979e-7
0.629, -3.074e-7
0.630, -3.082e-7
0.631, -3.160e-7
0.632, -3.216e-7
0.633, -3.231e-7
0.634, -3.302e-7
0.635, -3.310e-7
0.636, -3.357e-7
0.637, -3.413e-7
0.638, -3.420e-7
0.639, -3.460e-7
0.640, -3.507e-7
0.641, -3.562e-7
0.642, -3.625e-7
0.643, -3.688e-7
0.644, -3.696e-7
0.645, -3.688e-7
0.646, -3.815e-7
0.647, -3.822e-7
0.648, -3.815e-7
0.649, -3.854e-7
0.650, -3.909e-7
0.651, -3.925e-7
0.652, -3.988e-7
0.653, -4.012e-7
0.654, -4.075e-7
0.655, -4.130e-7
0.656, -4.153e-7
0.657, -4.138e-7
0.658, -4.185e-7
0.659, -4.240e-7
0.660, -4.264e-7
0.661, -4.264e-7
0.662, -4.295e-7
0.663, -4.311e-7
0.664, -4.311e-7
0.665, -4.374e-7
0.666, -4.445e-7
0.667, -4.469e-7
0.668, -4.500e-7
0.669, -4.477e-7
0.670, -4.492e-7
0.671, -4.492e-7
0.672, -4.563e-7
0.673, -4.579e-7
0.674, -4.603e-7
0.675, -4.563e-7
0.676, -4.634e-7
0.677, -4.674e-7
0.678, -4.705e-7
0.679, -4.760e-7
0.680, -4.784e-7
0.681, -4.760e-7
0.682, -4.768e-7
0.683, -4.823e-7
0.684, -4.855e-7
0.685, -4.894e-7
0.686, -4.902e-7
0.687, -4.910e-7
0.688, -4.918e-7
0.689, -4.910e-7
0.690, -4.949e-7
0.691, -5.005e-7
0.692, -5.020e-7
0.693, -5.020e-7
0.694, -5.052e-7
0.695, -5.044e-7
0.696, -5.068e-7
0.697, -5.076e-7
0.698, -5.123e-7
0.699, -5.154e-7
0.700, -5.139e-7
0.701, -5.210e-7
0.702, -5.217e-7
0.703, -5.225e-7
0.704, -5.257e-7
0.705, -5.233e-7
0.706, -5.312e-7
0.707, -5.336e-7
0.708, -5.399e-7
0.709, -5.383e-7
0.710, -5.367e-7
0.711, -5.422e-7
0.712, -5.414e-7
0.713, -5.446e-7
0.714, -5.454e-7
0.715, -5.462e-7
0.716, -5.556e-7
0.717, -5.580e-7
0.718, -5.556e-7
0.719, -5.588e-7
0.720, -5.635e-7
0.721, -5.627e-7
0.722, -5.596e-7
0.723, -5.643e-7
0.724, -5.675e-7
0.725, -5.675e-7
0.726, -5.738e-7
0.727, -5.706e-7
0.728, -5.706e-7
0.729, -5.753e-7
0.730, -5.840e-7
0.731, -5.801e-7
0.732, -5.793e-7
0.733, -5.808e-7
0.734, -5.919e-7
0.735, -5.903e-7
0.736, -5.919e-7
0.737, -5.950e-7
0.738, -5.919e-7
0.739, -5.950e-7
0.740, -6.006e-7
0.741, -5.990e-7
0.742, -6.013e-7
0.743, -6.029e-7
0.744, -6.100e-7
0.745, -6.108e-7
0.746, -6.124e-7
0.747, -6.116e-7
0.748, -6.171e-7
0.749, -6.226e-7
0.750, -6.234e-7
0.751, -6.203e-7
0.752, -6.289e-7
0.753, -6.273e-7
0.754, -6.289e-7
0.755, -6.337e-7
0.756, -6.368e-7
0.757, -6.368e-7
0.758, -6.368e-7
0.759, -6.439e-7
0.760, -6.447e-7
0.761, -6.415e-7
0.762, -6.486e-7
0.763, -6.478e-7
0.764, -6.534e-7
0.765, -6.526e-7
0.766, -6.526e-7
0.767, -6.620e-7
0.768, -6.707e-7
0.769, -6.660e-7
0.770, -6.652e-7
0.771, -6.715e-7
0.772, -6.707e-7
0.773, -6.715e-7
0.774, -6.802e-7
0.775, -6.754e-7
0.776, -6.849e-7
0.777, -6.802e-7
0.778, -6.872e-7
0.779, -6.872e-7
0.780, -6.912e-7
0.781, -6.975e-7
0.782, -6.999e-7
0.783, -6.999e-7
0.784, -7.038e-7
0.785, -7.085e-7
0.786, -7.054e-7
0.787, -7.133e-7
0.788, -7.109e-7
0.789, -7.117e-7
0.790, -7.196e-7
0.791, -7.180e-7
0.792, -7.211e-7
0.793, -7.274e-7
0.794, -7.322e-7
0.795, -7.322e-7
0.796, -7.306e-7
0.797, -7.401e-7
0.798, -7.385e-7
0.799, -7.432e-7
