May 6, 2023   17:58:27
-0.088, -4.415e-4
-0.087, -4.411e-4
-0.086, -4.405e-4
-0.085, -4.400e-4
-0.084, -4.394e-4
-0.083, -4.388e-4
-0.082, -4.381e-4
-0.081, -4.372e-4
-0.080, -4.363e-4
-0.079, -4.354e-4
-0.078, -4.343e-4
-0.077, -4.333e-4
-0.076, -4.322e-4
-0.075, -4.309e-4
-0.074, -4.296e-4
-0.073, -4.281e-4
-0.072, -4.267e-4
-0.071, -4.252e-4
-0.070, -4.237e-4
-0.069, -4.221e-4
-0.068, -4.204e-4
-0.067, -4.187e-4
-0.066, -4.168e-4
-0.065, -4.149e-4
-0.064, -4.131e-4
-0.063, -4.112e-4
-0.062, -4.091e-4
-0.061, -4.071e-4
-0.060, -4.049e-4
-0.059, -4.027e-4
-0.058, -4.006e-4
-0.057, -3.984e-4
-0.056, -3.961e-4
-0.055, -3.937e-4
-0.054, -3.912e-4
-0.053, -3.887e-4
-0.052, -3.862e-4
-0.051, -3.842e-4
-0.050, -3.819e-4
-0.049, -3.790e-4
-0.048, -3.762e-4
-0.047, -3.734e-4
-0.046, -3.705e-4
-0.045, -3.677e-4
-0.044, -3.648e-4
-0.043, -3.617e-4
-0.042, -3.586e-4
-0.041, -3.554e-4
-0.040, -3.521e-4
-0.039, -3.488e-4
-0.038, -3.455e-4
-0.037, -3.420e-4
-0.036, -3.384e-4
-0.035, -3.347e-4
-0.034, -3.310e-4
-0.033, -3.272e-4
-0.032, -3.235e-4
-0.031, -3.197e-4
-0.030, -3.156e-4
-0.029, -3.116e-4
-0.028, -3.074e-4
-0.027, -3.033e-4
-0.026, -2.991e-4
-0.025, -2.949e-4
-0.024, -2.906e-4
-0.023, -2.863e-4
-0.022, -2.819e-4
-0.021, -2.775e-4
-0.020, -2.731e-4
-0.019, -2.687e-4
-0.018, -2.643e-4
-0.017, -2.598e-4
-0.016, -2.554e-4
-0.015, -2.511e-4
-0.014, -2.466e-4
-0.013, -2.423e-4
-0.012, -2.379e-4
-0.011, -2.335e-4
-0.010, -2.292e-4
-0.009, -2.249e-4
-0.008, -2.206e-4
-0.007, -2.165e-4
-0.006, -2.125e-4
-0.005, -2.085e-4
-0.004, -2.046e-4
-0.003, -2.007e-4
-0.002, -1.970e-4
-0.001, -1.935e-4
0.000, -1.906e-4
0.001, -1.876e-4
0.002, -1.840e-4
0.003, -1.805e-4
0.004, -1.772e-4
0.005, -1.740e-4
0.006, -1.710e-4
0.007, -1.681e-4
0.008, -1.651e-4
0.009, -1.624e-4
0.010, -1.596e-4
0.011, -1.570e-4
0.012, -1.544e-4
0.013, -1.519e-4
0.014, -1.496e-4
0.015, -1.473e-4
0.016, -1.450e-4
0.017, -1.428e-4
0.018, -1.407e-4
0.019, -1.387e-4
0.020, -1.368e-4
0.021, -1.348e-4
0.022, -1.330e-4
0.023, -1.312e-4
0.024, -1.294e-4
0.025, -1.277e-4
0.026, -1.261e-4
0.027, -1.245e-4
0.028, -1.228e-4
0.029, -1.212e-4
0.030, -1.198e-4
0.031, -1.182e-4
0.032, -1.169e-4
0.033, -1.155e-4
0.034, -1.141e-4
0.035, -1.128e-4
0.036, -1.114e-4
0.037, -1.101e-4
0.038, -1.089e-4
0.039, -1.077e-4
0.040, -1.064e-4
0.041, -1.053e-4
0.042, -1.041e-4
0.043, -1.029e-4
0.044, -1.018e-4
0.045, -1.007e-4
0.046, -9.975e-5
0.047, -9.860e-5
0.048, -9.755e-5
0.049, -9.654e-5
0.050, -9.548e-5
0.051, -9.473e-5
0.052, -9.411e-5
0.053, -9.300e-5
0.054, -9.198e-5
0.055, -9.101e-5
0.056, -9.007e-5
0.057, -8.917e-5
0.058, -8.834e-5
0.059, -8.748e-5
0.060, -8.657e-5
0.061, -8.571e-5
0.062, -8.495e-5
0.063, -8.413e-5
0.064, -8.341e-5
0.065, -8.268e-5
0.066, -8.182e-5
0.067, -8.113e-5
0.068, -8.043e-5
0.069, -7.966e-5
0.070, -7.901e-5
0.071, -7.836e-5
0.072, -7.767e-5
0.073, -7.697e-5
0.074, -7.628e-5
0.075, -7.562e-5
0.076, -7.495e-5
0.077, -7.432e-5
0.078, -7.373e-5
0.079, -7.305e-5
0.080, -7.248e-5
0.081, -7.189e-5
0.082, -7.124e-5
0.083, -7.078e-5
0.084, -7.031e-5
0.085, -6.965e-5
0.086, -6.918e-5
0.087, -6.863e-5
0.088, -6.811e-5
0.089, -6.768e-5
0.090, -6.717e-5
0.091, -6.670e-5
0.092, -6.623e-5
0.093, -6.574e-5
0.094, -6.533e-5
0.095, -6.489e-5
0.096, -6.457e-5
0.097, -6.415e-5
0.098, -6.366e-5
0.099, -6.329e-5
0.100, -6.288e-5
0.101, -6.248e-5
0.102, -6.223e-5
0.103, -6.204e-5
0.104, -6.161e-5
0.105, -6.123e-5
0.106, -6.083e-5
0.107, -6.048e-5
0.108, -6.017e-5
0.109, -5.993e-5
0.110, -5.968e-5
0.111, -5.934e-5
0.112, -5.906e-5
0.113, -5.880e-5
0.114, -5.851e-5
0.115, -5.828e-5
0.116, -5.809e-5
0.117, -5.783e-5
0.118, -5.767e-5
0.119, -5.742e-5
0.120, -5.719e-5
0.121, -5.705e-5
0.122, -5.693e-5
0.123, -5.671e-5
0.124, -5.651e-5
0.125, -5.630e-5
0.126, -5.622e-5
0.127, -5.604e-5
0.128, -5.594e-5
0.129, -5.586e-5
0.130, -5.567e-5
0.131, -5.558e-5
0.132, -5.543e-5
0.133, -5.529e-5
0.134, -5.528e-5
0.135, -5.520e-5
0.136, -5.507e-5
0.137, -5.501e-5
0.138, -5.488e-5
0.139, -5.483e-5
0.140, -5.480e-5
0.141, -5.473e-5
0.142, -5.470e-5
0.143, -5.459e-5
0.144, -5.452e-5
0.145, -5.454e-5
0.146, -5.444e-5
0.147, -5.447e-5
0.148, -5.452e-5
0.149, -5.438e-5
0.150, -5.443e-5
0.151, -5.439e-5
0.152, -5.434e-5
0.153, -5.445e-5
0.154, -5.482e-5
0.155, -5.465e-5
0.156, -5.452e-5
0.157, -5.440e-5
0.158, -5.442e-5
0.159, -5.444e-5
0.160, -5.448e-5
0.161, -5.455e-5
0.162, -5.449e-5
0.163, -5.455e-5
0.164, -5.455e-5
0.165, -5.454e-5
0.166, -5.465e-5
0.167, -5.473e-5
0.168, -5.470e-5
0.169, -5.471e-5
0.170, -5.474e-5
0.171, -5.479e-5
0.172, -5.482e-5
0.173, -5.498e-5
0.174, -5.503e-5
0.175, -5.502e-5
0.176, -5.508e-5
0.177, -5.508e-5
0.178, -5.512e-5
0.179, -5.522e-5
0.180, -5.527e-5
0.181, -5.525e-5
0.182, -5.533e-5
0.183, -5.538e-5
0.184, -5.546e-5
0.185, -5.556e-5
0.186, -5.569e-5
0.187, -5.576e-5
0.188, -5.581e-5
0.189, -5.581e-5
0.190, -5.588e-5
0.191, -5.595e-5
0.192, -5.610e-5
0.193, -5.620e-5
0.194, -5.618e-5
0.195, -5.628e-5
0.196, -5.639e-5
0.197, -5.641e-5
0.198, -5.656e-5
0.199, -5.667e-5
0.200, -5.669e-5
0.201, -5.678e-5
0.202, -5.683e-5
0.203, -5.698e-5
0.204, -5.704e-5
0.205, -5.721e-5
0.206, -5.731e-5
0.207, -5.729e-5
0.208, -5.740e-5
0.209, -5.748e-5
0.210, -5.754e-5
0.211, -5.769e-5
0.212, -5.781e-5
0.213, -5.779e-5
0.214, -5.786e-5
0.215, -5.797e-5
0.216, -5.811e-5
0.217, -5.823e-5
0.218, -5.830e-5
0.219, -5.840e-5
0.220, -5.849e-5
0.221, -5.858e-5
0.222, -5.871e-5
0.223, -5.874e-5
0.224, -5.894e-5
0.225, -5.910e-5
0.226, -5.904e-5
0.227, -5.916e-5
0.228, -5.931e-5
0.229, -5.939e-5
0.230, -5.951e-5
0.231, -5.963e-5
0.232, -5.973e-5
0.233, -5.984e-5
0.234, -5.988e-5
0.235, -6.001e-5
0.236, -6.012e-5
0.237, -6.027e-5
0.238, -6.039e-5
0.239, -6.040e-5
0.240, -6.050e-5
0.241, -6.065e-5
0.242, -6.076e-5
0.243, -6.088e-5
0.244, -6.102e-5
0.245, -6.100e-5
0.246, -6.113e-5
0.247, -6.124e-5
0.248, -6.137e-5
0.249, -6.151e-5
0.250, -6.165e-5
0.251, -6.180e-5
0.252, -6.185e-5
0.253, -6.192e-5
0.254, -6.209e-5
0.255, -6.216e-5
0.256, -6.260e-5
0.257, -6.287e-5
0.258, -6.275e-5
0.259, -6.280e-5
0.260, -6.292e-5
0.261, -6.294e-5
0.262, -6.310e-5
0.263, -6.332e-5
0.264, -6.332e-5
0.265, -6.345e-5
0.266, -6.355e-5
0.267, -6.376e-5
0.268, -6.389e-5
0.269, -6.402e-5
0.270, -6.420e-5
0.271, -6.427e-5
0.272, -6.435e-5
0.273, -6.451e-5
0.274, -6.463e-5
0.275, -6.483e-5
0.276, -6.507e-5
0.277, -6.512e-5
0.278, -6.528e-5
0.279, -6.543e-5
0.280, -6.556e-5
0.281, -6.573e-5
0.282, -6.591e-5
0.283, -6.606e-5
0.284, -6.616e-5
0.285, -6.627e-5
0.286, -6.650e-5
0.287, -6.661e-5
0.288, -6.683e-5
0.289, -6.701e-5
0.290, -6.711e-5
0.291, -6.729e-5
0.292, -6.748e-5
0.293, -6.760e-5
0.294, -6.784e-5
0.295, -6.805e-5
0.296, -6.817e-5
0.297, -6.833e-5
0.298, -6.855e-5
0.299, -6.874e-5
0.300, -6.893e-5
0.301, -6.919e-5
0.302, -6.938e-5
0.303, -6.949e-5
0.304, -6.967e-5
0.305, -6.992e-5
0.306, -7.011e-5
0.307, -7.039e-5
0.308, -7.072e-5
0.309, -7.078e-5
0.310, -7.100e-5
0.311, -7.116e-5
0.312, -7.133e-5
0.313, -7.156e-5
0.314, -7.183e-5
0.315, -7.208e-5
0.316, -7.226e-5
0.317, -7.241e-5
0.318, -7.271e-5
0.319, -7.290e-5
0.320, -7.317e-5
0.321, -7.354e-5
0.322, -7.366e-5
0.323, -7.397e-5
0.324, -7.423e-5
0.325, -7.440e-5
0.326, -7.478e-5
0.327, -7.512e-5
0.328, -7.538e-5
0.329, -7.566e-5
0.330, -7.589e-5
0.331, -7.624e-5
0.332, -7.654e-5
0.333, -7.679e-5
0.334, -7.709e-5
0.335, -7.734e-5
0.336, -7.760e-5
0.337, -7.794e-5
0.338, -7.821e-5
0.339, -7.858e-5
0.340, -7.894e-5
0.341, -7.918e-5
0.342, -7.954e-5
0.343, -7.984e-5
0.344, -8.018e-5
0.345, -8.052e-5
0.346, -8.088e-5
0.347, -8.121e-5
0.348, -8.157e-5
0.349, -8.187e-5
0.350, -8.225e-5
0.351, -8.260e-5
0.352, -8.308e-5
0.353, -8.350e-5
0.354, -8.376e-5
0.355, -8.412e-5
0.356, -8.449e-5
0.357, -8.487e-5
0.358, -8.546e-5
0.359, -8.618e-5
0.360, -8.639e-5
0.361, -8.666e-5
0.362, -8.697e-5
0.363, -8.736e-5
0.364, -8.775e-5
0.365, -8.815e-5
0.366, -8.863e-5
0.367, -8.896e-5
0.368, -8.941e-5
0.369, -8.988e-5
0.370, -9.023e-5
0.371, -9.080e-5
0.372, -9.127e-5
0.373, -9.165e-5
0.374, -9.218e-5
0.375, -9.267e-5
0.376, -9.312e-5
0.377, -9.365e-5
0.378, -9.424e-5
0.379, -9.473e-5
0.380, -9.519e-5
0.381, -9.568e-5
0.382, -9.626e-5
0.383, -9.677e-5
0.384, -9.738e-5
0.385, -9.799e-5
0.386, -9.849e-5
0.387, -9.913e-5
0.388, -9.968e-5
0.389, -1.002e-4
0.390, -1.009e-4
0.391, -1.015e-4
0.392, -1.022e-4
0.393, -1.028e-4
0.394, -1.034e-4
0.395, -1.041e-4
0.396, -1.048e-4
0.397, -1.055e-4
0.398, -1.062e-4
0.399, -1.068e-4
0.400, -1.075e-4
0.401, -1.082e-4
0.402, -1.088e-4
0.403, -1.097e-4
0.404, -1.105e-4
0.405, -1.112e-4
0.406, -1.119e-4
0.407, -1.127e-4
0.408, -1.135e-4
0.409, -1.143e-4
0.410, -1.154e-4
0.411, -1.161e-4
0.412, -1.169e-4
0.413, -1.177e-4
0.414, -1.185e-4
0.415, -1.194e-4
0.416, -1.203e-4
0.417, -1.213e-4
0.418, -1.221e-4
0.419, -1.231e-4
0.420, -1.241e-4
0.421, -1.250e-4
0.422, -1.260e-4
0.423, -1.270e-4
0.424, -1.280e-4
0.425, -1.290e-4
0.426, -1.299e-4
0.427, -1.310e-4
0.428, -1.321e-4
0.429, -1.331e-4
0.430, -1.342e-4
0.431, -1.351e-4
0.432, -1.361e-4
0.433, -1.371e-4
0.434, -1.381e-4
0.435, -1.392e-4
0.436, -1.403e-4
0.437, -1.413e-4
0.438, -1.424e-4
0.439, -1.433e-4
0.440, -1.443e-4
0.441, -1.454e-4
0.442, -1.465e-4
0.443, -1.476e-4
0.444, -1.486e-4
0.445, -1.497e-4
0.446, -1.507e-4
0.447, -1.518e-4
0.448, -1.529e-4
0.449, -1.541e-4
0.450, -1.552e-4
0.451, -1.564e-4
0.452, -1.575e-4
0.453, -1.587e-4
0.454, -1.599e-4
0.455, -1.612e-4
0.456, -1.625e-4
0.457, -1.637e-4
0.458, -1.649e-4
0.459, -1.663e-4
0.460, -1.676e-4
0.461, -1.694e-4
0.462, -1.709e-4
0.463, -1.721e-4
0.464, -1.735e-4
0.465, -1.749e-4
0.466, -1.763e-4
0.467, -1.778e-4
0.468, -1.794e-4
0.469, -1.809e-4
0.470, -1.824e-4
0.471, -1.840e-4
0.472, -1.856e-4
0.473, -1.873e-4
0.474, -1.889e-4
0.475, -1.906e-4
0.476, -1.922e-4
0.477, -1.939e-4
0.478, -1.955e-4
0.479, -1.972e-4
0.480, -1.990e-4
0.481, -2.009e-4
0.482, -2.027e-4
0.483, -2.044e-4
0.484, -2.062e-4
0.485, -2.080e-4
0.486, -2.099e-4
0.487, -2.117e-4
0.488, -2.136e-4
0.489, -2.154e-4
0.490, -2.173e-4
0.491, -2.191e-4
0.492, -2.210e-4
0.493, -2.229e-4
0.494, -2.248e-4
0.495, -2.266e-4
0.496, -2.284e-4
0.497, -2.304e-4
0.498, -2.323e-4
0.499, -2.342e-4
0.500, -2.362e-4
0.501, -2.380e-4
0.502, -2.399e-4
0.503, -2.417e-4
0.504, -2.436e-4
0.505, -2.455e-4
0.506, -2.474e-4
0.507, -2.493e-4
0.508, -2.511e-4
0.509, -2.529e-4
0.510, -2.547e-4
0.511, -2.565e-4
0.512, -2.585e-4
0.513, -2.604e-4
0.514, -2.620e-4
0.515, -2.636e-4
0.516, -2.653e-4
0.517, -2.669e-4
0.518, -2.685e-4
0.519, -2.701e-4
0.520, -2.715e-4
0.521, -2.730e-4
0.522, -2.744e-4
0.523, -2.758e-4
0.524, -2.771e-4
0.525, -2.785e-4
0.526, -2.797e-4
0.527, -2.808e-4
0.528, -2.819e-4
0.529, -2.830e-4
0.530, -2.840e-4
0.531, -2.851e-4
0.532, -2.861e-4
0.533, -2.870e-4
0.534, -2.879e-4
0.535, -2.887e-4
0.536, -2.895e-4
0.537, -2.902e-4
0.538, -2.909e-4
0.539, -2.916e-4
0.540, -2.922e-4
0.541, -2.927e-4
0.542, -2.933e-4
0.543, -2.938e-4
0.544, -2.943e-4
0.545, -2.949e-4
0.546, -2.952e-4
0.547, -2.957e-4
0.548, -2.961e-4
0.549, -2.964e-4
0.550, -2.967e-4
0.551, -2.970e-4
0.552, -2.973e-4
0.553, -2.976e-4
0.554, -2.977e-4
0.555, -2.980e-4
0.556, -2.981e-4
0.557, -2.983e-4
0.558, -2.985e-4
0.559, -2.985e-4
0.560, -2.986e-4
0.561, -2.987e-4
0.562, -2.987e-4
0.563, -2.990e-4
0.564, -2.994e-4
0.565, -2.991e-4
0.566, -2.991e-4
0.567, -2.990e-4
0.568, -2.989e-4
0.569, -2.988e-4
0.570, -2.987e-4
0.571, -2.986e-4
0.572, -2.985e-4
0.573, -2.984e-4
0.574, -2.984e-4
0.575, -2.981e-4
0.576, -2.979e-4
0.577, -2.979e-4
0.578, -2.976e-4
0.579, -2.975e-4
0.580, -2.974e-4
0.581, -2.972e-4
0.582, -2.971e-4
0.583, -2.970e-4
0.584, -2.969e-4
0.585, -2.967e-4
0.586, -2.965e-4
0.587, -2.964e-4
0.588, -2.963e-4
0.589, -2.963e-4
0.590, -2.961e-4
0.591, -2.959e-4
0.592, -2.957e-4
0.593, -2.957e-4
0.594, -2.954e-4
0.595, -2.953e-4
0.596, -2.953e-4
0.597, -2.951e-4
0.598, -2.949e-4
0.599, -2.948e-4
0.600, -2.947e-4
0.601, -2.947e-4
0.602, -2.945e-4
0.603, -2.944e-4
0.604, -2.943e-4
0.605, -2.940e-4
0.606, -2.939e-4
0.607, -2.937e-4
0.608, -2.937e-4
0.609, -2.937e-4
0.610, -2.934e-4
0.611, -2.933e-4
0.612, -2.932e-4
0.613, -2.929e-4
0.614, -2.929e-4
0.615, -2.929e-4
0.616, -2.927e-4
0.617, -2.925e-4
0.618, -2.923e-4
0.619, -2.921e-4
0.620, -2.920e-4
0.621, -2.918e-4
0.622, -2.917e-4
0.623, -2.915e-4
0.624, -2.914e-4
0.625, -2.913e-4
0.626, -2.911e-4
0.627, -2.910e-4
0.628, -2.908e-4
0.629, -2.906e-4
0.630, -2.905e-4
0.631, -2.904e-4
0.632, -2.902e-4
0.633, -2.902e-4
0.634, -2.900e-4
0.635, -2.899e-4
0.636, -2.898e-4
0.637, -2.896e-4
0.638, -2.896e-4
0.639, -2.894e-4
0.640, -2.893e-4
0.641, -2.893e-4
0.642, -2.891e-4
0.643, -2.890e-4
0.644, -2.889e-4
0.645, -2.888e-4
0.646, -2.887e-4
0.647, -2.887e-4
0.648, -2.886e-4
0.649, -2.886e-4
0.650, -2.885e-4
0.651, -2.884e-4
0.652, -2.883e-4
0.653, -2.883e-4
0.654, -2.882e-4
0.655, -2.881e-4
0.656, -2.881e-4
0.657, -2.881e-4
0.658, -2.879e-4
0.659, -2.879e-4
0.660, -2.880e-4
0.661, -2.879e-4
0.662, -2.879e-4
0.663, -2.879e-4
0.664, -2.879e-4
0.665, -2.879e-4
0.666, -2.884e-4
0.667, -2.883e-4
0.668, -2.881e-4
0.669, -2.882e-4
0.670, -2.881e-4
0.671, -2.881e-4
0.672, -2.882e-4
0.673, -2.883e-4
0.674, -2.882e-4
0.675, -2.882e-4
0.676, -2.883e-4
0.677, -2.883e-4
0.678, -2.884e-4
0.679, -2.885e-4
0.680, -2.885e-4
0.681, -2.886e-4
0.682, -2.886e-4
0.683, -2.887e-4
0.684, -2.887e-4
0.685, -2.888e-4
0.686, -2.889e-4
0.687, -2.889e-4
0.688, -2.891e-4
0.689, -2.892e-4
0.690, -2.892e-4
0.691, -2.893e-4
0.692, -2.894e-4
0.693, -2.894e-4
0.694, -2.895e-4
0.695, -2.896e-4
0.696, -2.896e-4
0.697, -2.897e-4
0.698, -2.899e-4
0.699, -2.900e-4
0.700, -2.900e-4
0.701, -2.901e-4
0.702, -2.902e-4
0.703, -2.903e-4
0.704, -2.904e-4
0.705, -2.906e-4
0.706, -2.906e-4
0.707, -2.907e-4
0.708, -2.908e-4
0.709, -2.908e-4
0.710, -2.910e-4
0.711, -2.911e-4
0.712, -2.912e-4
0.713, -2.913e-4
0.714, -2.913e-4
0.715, -2.914e-4
0.716, -2.916e-4
0.717, -2.919e-4
0.718, -2.920e-4
0.719, -2.920e-4
0.720, -2.921e-4
0.721, -2.921e-4
0.722, -2.921e-4
0.723, -2.923e-4
0.724, -2.925e-4
0.725, -2.925e-4
0.726, -2.926e-4
0.727, -2.926e-4
0.728, -2.927e-4
0.729, -2.929e-4
0.730, -2.929e-4
0.731, -2.930e-4
0.732, -2.931e-4
0.733, -2.932e-4
0.734, -2.933e-4
0.735, -2.933e-4
0.736, -2.935e-4
0.737, -2.936e-4
0.738, -2.936e-4
0.739, -2.937e-4
0.740, -2.938e-4
0.741, -2.938e-4
0.742, -2.940e-4
0.743, -2.941e-4
0.744, -2.942e-4
0.745, -2.943e-4
0.746, -2.943e-4
0.747, -2.944e-4
0.748, -2.946e-4
0.749, -2.947e-4
0.750, -2.949e-4
0.751, -2.949e-4
0.752, -2.950e-4
0.753, -2.951e-4
0.754, -2.951e-4
0.755, -2.953e-4
0.756, -2.955e-4
0.757, -2.955e-4
0.758, -2.956e-4
0.759, -2.958e-4
0.760, -2.959e-4
0.761, -2.960e-4
0.762, -2.962e-4
0.763, -2.963e-4
0.764, -2.964e-4
0.765, -2.966e-4
0.766, -2.967e-4
0.767, -2.967e-4
0.768, -2.972e-4
0.769, -2.975e-4
0.770, -2.975e-4
0.771, -2.976e-4
0.772, -2.977e-4
0.773, -2.977e-4
0.774, -2.980e-4
0.775, -2.981e-4
0.776, -2.982e-4
0.777, -2.984e-4
0.778, -2.985e-4
0.779, -2.986e-4
0.780, -2.987e-4
0.781, -2.989e-4
0.782, -2.992e-4
0.783, -2.993e-4
0.784, -2.993e-4
0.785, -2.996e-4
0.786, -2.997e-4
0.787, -3.000e-4
0.788, -3.002e-4
0.789, -3.003e-4
0.790, -3.006e-4
0.791, -3.008e-4
0.792, -3.010e-4
0.793, -3.012e-4
0.794, -3.016e-4
0.795, -3.018e-4
0.796, -3.018e-4
0.797, -3.019e-4
0.798, -3.022e-4
0.799, -3.026e-4
0.800, -3.027e-4
0.801, -3.029e-4
0.802, -3.031e-4
0.803, -3.034e-4
0.804, -3.037e-4
0.805, -3.039e-4
0.806, -3.041e-4
0.807, -3.044e-4
0.808, -3.046e-4
0.809, -3.049e-4
0.810, -3.051e-4
0.811, -3.054e-4
0.812, -3.057e-4
0.813, -3.061e-4
0.814, -3.064e-4
0.815, -3.067e-4
0.816, -3.069e-4
0.817, -3.072e-4
0.818, -3.074e-4
0.819, -3.081e-4
0.820, -3.089e-4
0.821, -3.089e-4
0.822, -3.091e-4
0.823, -3.093e-4
0.824, -3.095e-4
0.825, -3.099e-4
0.826, -3.103e-4
0.827, -3.105e-4
0.828, -3.108e-4
0.829, -3.111e-4
0.830, -3.115e-4
0.831, -3.118e-4
0.832, -3.123e-4
0.833, -3.125e-4
0.834, -3.127e-4
0.835, -3.131e-4
0.836, -3.134e-4
0.837, -3.137e-4
0.838, -3.141e-4
0.839, -3.145e-4
0.840, -3.148e-4
0.841, -3.151e-4
0.842, -3.154e-4
0.843, -3.158e-4
0.844, -3.161e-4
0.845, -3.164e-4
0.846, -3.169e-4
0.847, -3.171e-4
0.848, -3.176e-4
0.849, -3.178e-4
0.850, -3.181e-4
0.851, -3.185e-4
0.852, -3.189e-4
